和歌山市,10,加太船着場公衆トイレ,和歌山市加太地先,終日,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,男女兼用,,
和歌山市,11,和歌山公園内西の丸公衆トイレ,和歌山市一番丁3番地,終日,,,,,2,,,,1,,,2,,1,1,1,6,フック,,,,1,1,5,,フック,,1,有,女性用の温水洗浄便座は洋にのみ、多目的２つ有,,
和歌山市,12,和歌山公園内砂の丸公衆トイレ,和歌山市一番丁3番地,終日,,,,,,,,,,,,,,,,1,2(2),棚,,,,,,1,,フック,,,,,,
和歌山市,13,和歌山公園内不明門公衆トイレ,和歌山市一番丁3番地,終日,,,,,1,,,,1,,,1,1,1(1),1,1(1),3(1),フック,,1,有,2(2),2,1(1),,フック,,1,有,男性用の温水洗浄便座は洋にのみ,,
和歌山市,14,和歌山公園内動物園公衆トイレ,和歌山市一番丁3番地,終日,,,,,,,,,,,,,,1,1,1,2(2),"棚/
フック",,,,2,2,1,1(1),フック,,,,個室外にベビーベッド有,,
和歌山市,15,和歌山公園内桜林（岡口門北）公衆トイレ,和歌山市一番丁3番地,終日,,,,,1,,,,,,,1,,,,1,5(1),"棚/
フック",,,,,,4,,,,,,,,
和歌山市,16,和歌山公園内桃林（伏虎像東）公衆トイレ,和歌山市一番丁3番地,終日,,,,,,,,,,,,,,,,1,2(2),,,,,,,1,,フック,,,,,,
和歌山市,17,和歌山公園内二の丸公衆トイレ,和歌山市一番丁3番地,終日,,,,,,,,,,,,,,,,1,4,"棚/
フック",,,,1,1,2,,フック,,,有,女性用の温水洗浄便座は洋にのみ,,
和歌山市,18,和歌山公園内天守閣前広場公衆トイレ,和歌山市一番丁3番地,終日,,,,,,,,,,,,,,,,1,2,フック,,1,,1,1,1,1,フック,,,,個室外にベビーベッド有、女性用小便器は男児用,,
和歌山市,19,和歌山公園内天守閣中庭公衆トイレ,和歌山市一番丁3番地,9：00～17：30,,,,,,,,,,,,,,2,2,,4,,,,,2,2,2,,フック,,,有,,,
和歌山市,20,浜の宮ビーチ公衆トイレ２,和歌山市毛見,終日,,,,,1,,,,,,,,,,,2(1),5(1),フック,,,,,,5(1),,フック,,,,,,
和歌山市,21,浜の宮ビーチ公衆トイレ３,和歌山市毛見,終日,,,,,1,,,,,,,,,,,2(1),5(1),フック,,,,,,3(1),,フック,,,,男性用の片方にのみフック有、多目的使用禁止,,
和歌山市,22,JR和歌山駅西口公衆トイレ,,,,,,,,,,,,,,,,2,2,,4,,,,,2,2,,,,,,,,,
和歌山市,23,JR和歌山駅東口公衆トイレ,,,,,,,1,,,,,,,,,1,,1,2,,,,,1,,1,,,,,,,,
和歌山市,24,深山観光広場公衆トイレ,和歌山市深山105,終日,,,,,1,,,,,,,1,,,,1,2(1),,,,,1,1,1,,フック,,,,,,
和歌山市,25,磯の浦海水浴場公衆トイレ(東）,,,,,,,1,,,,,,,1,,,,1,2,,,,,,,3,,,,,,,,
和歌山市,26,マリーナシティー公衆トイレ,和歌山市毛見１５３８,終日,,,,,1,,,,,,,,,1,,2,5(1),棚,,,,2,,6,1,"棚/
フック",,,,個室外にベビーベッド有,,
和歌山市,27,紀三井寺公園内テニスコート付近公衆トイレ,和歌山市毛見200番,終日,,,,,1,,,,,,,1,,1,1,1,4(1),棚,,,,1,1,2(1),,棚,,,有,男性用の温水洗浄便座は洋にのみ,,
和歌山市,28,和歌山大学前駅前公衆トイレ,,,,,,,1,,,,,,,,1,1,,,2,,,,,2,,,,,,,,,,
和歌山市,29,紀三井寺緑道亀の川付近公衆トイレ,和歌山市毛見200番,終日,,,,,1,,,,1,1,,1,1,1,1,,1,,,,有,1,1,,,フック,,,有,,,
和歌山市,34,河西公園公衆トイレA棟,和歌山市西庄,終日,,,,,1,,,,,,,1,1,,,1,2(1),棚/フック,,,,,,2,,棚,,,,,,
和歌山市,35,河西公園公衆トイレB棟,和歌山市西庄,終日,,,,,1,,,,,1,,1,,,,1,2(1),フック,,,,,,2,,,,,,,,
和歌山市,36,河西公園公衆トイレC棟,和歌山市西庄,終日,,,,,1,,,,,1,,1,,,,1,2(1),棚,,,,,,2,,,,,,,,
和歌山市,37,河西公園公衆トイレD棟,和歌山市西庄,終日,,,,,1,,,,,1,,1,,,,1,2(1),フック,,,,,,2,,,,,,,,
和歌山市,38,河西公園公衆トイレE棟,和歌山市西庄,終日,,,,,1,,,,,1,,1,,,,1,2,棚,,,,,,2,,フック,,,,棚小さいサイズあり,,
和歌山市,39,河西公園公衆トイレF棟,和歌山市西庄,終日,,,,,1,,,,,,,1,,1,,,2(1),フック,,,,,,2,,,,,,,,
和歌山市,40,河西公園公衆トイレG棟,和歌山市西庄,終日,,,,,1,,,,,1,,,,,,1,2(1),棚,,,,,,2,,棚/フック,,,,多目的トイレ開いていない,,
和歌山市,41,河西公園水泳場便所棟(プール内）,和歌山市西庄,10:00～17:00,,,,,2,,,,1,,,1,,,,1,2,フック,,,,,,2,,フック,,,,多目的２つ有、内小便器１つ有,,
和歌山市,42,河西公園水泳場便所棟(更衣室）,和歌山市西庄,10:00～17:00,,,,,,,,,,,,,,,,1,2,フック,,,,,,3,,フック,,,,,,
和歌山市,43,8の字公園公衆トイレ,和歌山市和歌浦南3丁目4,終日,,,,,1,,,,,,,1,1,,,1(1),1(1),棚,,,,,,1(1),,棚/フック,,,,,,
和歌山市,44,8の字公園（東出）公衆トイレ,和歌山市和歌浦南2丁目3,終日,,,,,,,,,,,,,,,,1,2(1),,,,,,,,,,,,,男女兼用,,
和歌山市,45,御手洗池公衆トイレ,和歌山市和歌浦西２丁目,終日,,,,,1,,,,,,,,,1,,1,3(1),,,,,1,,2,,棚/フック,,,,女性用の洋のみ棚/フック有,,
和歌山市,46,親子つりパーク公衆トイレ,和歌山市田野１０１番３,終日,,,,,1,,,,,,,,,1,,1(1),2(1),棚,,,,1,,2(1),,"棚/
フック",,,,女性用の洋のみ棚/フック有,,
和歌山市,47,浪早ビーチ公衆トイレ,和歌山市田野,7時～18時（4月）6時～19時（5-8月）7時～18時（9・10月）8時～17時（11-3月）,,,,,1,,,,,,,,,1,,1(1),2(1),,,,,1,,2(1),,フック,,,,,,
和歌山市,48,浜の宮ビーチ公衆トイレ１,和歌山市毛見,終日,,,,,1,,,,,,,,,,,2,5,,,,,,,5(1),,フック,,,,,,
和歌山市,49,片男波公園駐車場公衆トイレ,和歌山市和歌浦南3丁目1700-2,終日,,,,,1,,,,,,,1,1,1,1,1,3(1),棚,,,,1,有,2,,"棚/
フック",1,,,,,
和歌山市,50,片男波公園公衆トイレ,和歌山市和歌浦南3丁目1700-2,9:00～17:00,,,,,1,,,,,,,1,1,1,1,1,3(1),他,,,,1,有,2,,"棚/
フック",,,,女性用の洋にのみ棚有,,
海南市,1,藤白神社,海南市藤白434-1,終日,,,,,1,,,,1,,,1,,,,1,2(1),"棚/
フック",,,,1,1,2,,"棚/
フック",,,,,,
海南市,2,亀池広場公衆トイレ,海南市阪井452,終日,,,,,1,,,,,,,,1,,,,1(1),,,,,1(1),,1,,フック,,,,女性用の和のみフック有,,
海南市,3,JR加茂郷駅前公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,,,,,,,,
海南市,4,JR下津駅前公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,,,,,,,,
海南市,5,JR海南駅公衆トイレ,海南市名高51-2,終日,,,,,1,,,,1,,,1,1,1,,1,3(1),"棚/
フック",,,,1(1),,3(3),,"棚/
フック",,4,,,,
海南市,6,藤白塔下王子跡公衆トイレ,海南市下津町橘本1614-3,終日,,,,,1,,,,,,,1,1,,,1,2(2),棚,,,,,,2(2),,棚,,,,,,
海南市,7,長保寺,海南市下津町上689,9:00～17:00,,,,,,,,,,,,,,,,1,3(1),,,,,1,1,2(2),,,,,,,,
海南市,8,善福院,海南市下津町梅田270,9:00～16:00,,,,,,,,,,,,,,,,1,2(1),,,,,1,1,1(1),,,,,,,,
海南市,9,紀州漆器伝統産業館内公衆トイレ,,,,,,,,,,,,,,,,1,1,1,3,,,,,1,1,1,,,,,,,,
紀美野町,1,小川宮前公衆トイレ,紀美野町奥佐々21番地2,終日,,,,,,,,,,,,,,1,1,1,2,フック,,,,,,,,,,,,男女兼用,,
紀美野町,2,紀美野町のかみふれあい公園公衆トイレ,紀美野町西野971-1,9：00～17：00,,,,,1,,,,1,,,1,,1(1),1,1(1),3(1),フック,,,,1(1),1,3(3),1,フック,,1,,女性用の洋式にベビーチェア有,,
紀美野町,3,生石高原童謡公衆トイレ,紀美野町中田899-29,終日,,,,,1,,,,1,,,1,,1(1),1,1(1),3(1),フック,,,,1(1),1,2,,フック,,,,,,
紀美野町,4,真国公衆トイレ(診療所併設）,,,,,,,1,,,,,,,1,,1,1,1,3,,,,,1,1,2,,フック,,,,,,
紀美野町,5,小西公衆トイレ,紀美野町小西169-7,終日,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,,,,,,,,
紀美野町,6,みさと天文台公衆トイレ,紀美野町松ヶ峯180,,,,,,1,,,,,,,1,,2,2,,1,,,,,3,3,,,,,,,,,
岩出市,1,県植物公園緑花センター (本館事務所),岩出市東坂本672,9:00～17:00,500,,,,1,,,,,,,1,,1(1),,,2,棚,,,,,,,,,,,,男女兼用,,
岩出市,2,県植物公園緑花センター (駐車場南側),岩出市東坂本672,9:00～17:00,500,,,,1,,,,,,,,,,,1,4,"棚
フック",,,,,,3,,フック,,,,,,
岩出市,3,県植物公園緑花センター (別館展示室),岩出市東坂本672,9:00～17:00,500,,,,1,,,,,,,,1,,,1,1(1),棚,,,,,,2,,フック,,,,,,
岩出市,4,根来寺公衆トイレ（西側）,岩出市根来2286,　9:10～16:30,有,,,,,,,,,,,,,1,1,2,7,棚,,,,3,3,5,,フック,,,,,,
岩出市,5,根来寺公衆トイレ（北側）,,,,,,,1,,,,1,,,1,1,1,1,,2,,,,,1,1,1,,フック,,,,,,
岩出市,6,道の駅「根来さくらの里」公衆トイレ,岩出市押川37-1,終日,49,,,,1,,,,1,,,1,1,1,1,2,7,棚,,,,4,4,4,,フック,,,,,,
岩出市,7,岩出市民俗資料館トイレ,岩出市根来2306-1,9:00～17:00,80,,,,1,,,,,,,1,1,2,2,1,5,棚,,,,2,2,3,,フック,,,,,,
紀の川市,1,大池遊園駅前公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,,,,,,,,
紀の川市,2,大門橋前駐車場公衆トイレ,,,,,,,1,,,,,,,1,,1,1,,2,,,,,2,2,,,,,,,,,
紀の川市,3,貴志川観光いちご狩り園公衆トイレ,,,,,,,,,,,,,,,,1,1,,2,,,,,2,2,,,,,,,,,
紀の川市,4,細野渓流キャンプ場バンガロー旧トイレ,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,男女兼用,,
紀の川市,5,細野渓流キャンプ場バンガロー側新トイレ,紀の川市桃山町垣内258-1,終日,70,,,,,,,,,,,,,1,1,,2,,,,,2,2,,,フック,,,,,,
紀の川市,6,細野渓流キャンプ場駐車場トイレ,紀の川市桃山町垣内258-1,終日,70,,,,,,,,,,,,,2,2,,1,フック,,,,,,,,,,,,男女兼用,,
紀の川市,7,紀の川市歴史民俗資料館公衆トイレ,,,,,,,1,,,,,,,,,1,1,,3,,,,,2,2,1,,,,,,,,
紀の川市,8,葛城山公衆トイレ（葛城山園地公衆便所）,紀の川市切畑969-2,終日,10,,1,,1,,,,,,,,,1,,,2(1),棚,,,,3,,,,"棚/
フック",,1,,,,
紀の川市,9,粉河ハイランドパーク管理棟公衆トイレ,紀の川市粉河町大字中津川,"9:00～
17：00",20,,,,,,,,,,,,,1,1,,3,,,,,3,3,,,,,,,,,
紀の川市,10,最初ヵ峰展望所公衆トイレ,紀の川市竹房,終日,10,,,,,,,,,,,,,,,1,2,,,,,,,2,,フック,,,,,,
紀の川市,11,旧名手本陣,紀の川市名手市場,"10：00～
16：00",,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,男女兼用,,
紀の川市,12,桃山物産センタートイレ,紀の川市桃山町市場404-,"9:00～
17：00",20,,,,1,,,,,,,,,1,1,,2,フック,,,,2,2,,,フック,,,,,,
紀の川市,13,桃源郷運動公園,紀の川市最上1147-11,"9:00～
17:00",有,,,,1,,,,,1,,1,1,1(1),1,1(1),3,棚,,,,2(2),2,1(1),,フック,,1,,,,
紀の川市,14,平池緑地公園オニバス広場公衆トイレ,紀の川市貴志川町神戸大越1073-1,終日,15,,1,,1,,,,,,,1,,,,1(1),2(1),,,,,1,,,,,,,,"多目的トイレが
女子トイレと兼用",,
紀の川市,15,平池緑地公園野鳥広場公衆トイレ,紀の川市貴志川町神戸大越1073-1,終日,31,,2,,1,,,,1,,,1,,,,1(1),2(1),,,,,1,1,,,１（１）,,,,,,
紀の川市,16,貴志川観光物産センタートイレ,紀の川市貴志川町前田135-1,"8:30～
17：00",50,,,,,,,,,,,,,1(1),1,,,,,,,1(1),1,,,,,,,,,
紀の川市,17,大池遊園公衆トイレ,紀の川市貴志川町長山1304-2,終日,10,,,,1,,,,,,,1,,,,2,4,,,,,,,2,,フック,,,,"男性用は小便器のみ
個室は供用",,
橋本市,1,嵯峨谷農村公園前公衆トイレ,橋本市高野口町嵯峨谷,終日,,,,,1,,,,,,,,,,,1(1),1,フック,,,,,,1(1),,フック,,,,高野口山村体験交流センターの前にある,,
橋本市,2,JR高野口駅前公衆トイレ,橋本市高野口町名倉7902,終日,,,,,1,,,,1,,,1,,,,1,2(1),フック,,,,,,2,,棚,,,,,,
橋本市,3,恋野あじさい公園公衆トイレ,橋本市恋野,終日,,,,,1,,,,1,,,1,,,,1,2,フック,,,,1,1,1,,フック,,,,,,
橋本市,4,杉尾公衆トイレ,橋本市杉尾,終日,,,,,1,,,,,,,1,,,,1,1,フック,,,,,,1,,棚/フック,,,,,,
橋本市,5,JR橋本駅前公衆トイレ,橋本市古佐田1丁目4-51,終日,,,,,1,,,,1,,,1,1,1(1),1,1(1),3(1),棚/フック,,1,,2(2),2,1(1),,棚/フック,,,,多目的のみ５：３０～２３：３０までの使用,,
橋本市,6,国城山公衆トイレ,橋本市国城原,終日,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,男女兼用、ペーパーなし,,
橋本市,7,くにぎふれあいの里観光公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,2,,,,,2,2,,,,,,,,,
橋本市,8,隠れ谷池公衆トイレ,,,,,,,1,,,,,,,1,,1,1,,2,,,,,1,1,1,,,,,,,,
橋本市,9,やどり温泉いやしの湯公衆トイレ,橋本市北宿5,11:00～21:00,,,,,1,,,,,,,1,,1,,,2,,,,,2,,,,,,,,,,
橋本市,10,神野々キャンプ場公衆トイレ,橋本市神野々,終日,,,,,1,,,,,,,,,,,1,2(1),フック,,,,,,2,,フック,,,,キャンプ場・パターゴルフ場内トイレ、ゲート開閉時間４/１～１０/３１（９：００～１９：００）上記以外（９：００～１７：００）,,
橋本市,11,高野口公園公衆トイレ1（ステージ前）,橋本市高野口町名倉,終日,,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,桜シーズンは車進入不可,,
橋本市,12,高野口公園公衆トイレ2（八幡神社駐車場横）,橋本市高野口町名倉,終日,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,男女兼用,,
橋本市,13,高野口公園公衆トイレ3（休憩所横）,橋本市高野口町名倉,終日,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,男女兼用,,
橋本市,14,紀望の里,橋本市高野口町大野1807-1,10時～21時,,,,,1,,,,1,1,,1,,1(1),1,,2(1),フック/その他,,,,2(2),2,,,フック/その他,,,,女性用内一つに「食堂専用トイレ、一般の方は使用禁止」の貼り紙有,,
橋本市,15,せせらぎ公園公衆トイレ,橋本市高野口町名倉191先外,終日,,,,,1,,,,1,,,,,,,1(1),2(1),棚/フック,,,,,,2(1),,棚/フック,,2,,,,
橋本市,16,農業ふれあい公園おもてなし公衆トイレ,橋本市岸上106-3,終日,,,,,1,,,,1,,,1,1,,,1,2(1),,,,,1,1,1,,棚/フック,,,,男性用の和式使用不可、洋式未確認。女性用個室内１つは医用禁止、便器撤去,,
かつらぎ町,1,道の駅「紀の川万葉の里」公衆トイレ,かつらぎ町窪,終日,,,,,1,,,,,1,1,1,1,2,2,5,12(1),棚,,,,3(1),3,9,1,フック,1,5,,個室外にベビーベッド有,,
かつらぎ町,2,柿の茶屋公衆トイレ,かつらぎ町西飯降,終日,,,,,1,,,,,,,1,,,,1,2,,,,,1,1,1,,フック,,,,,,
かつらぎ町,3,町石道神田地内公衆トイレ,かつらぎ町神田,終日,,,,,1,,,,,,,1,,1,1,,,フック,,,,,,,,,,,,多目的と女性兼用,,
かつらぎ町,4,丹生都比売神社公衆トイレ（近畿自然歩道天野公衆便所）,かつらぎ町上天野,終日,,,,,1,,,,1,,,1,,,,1(1),2(1),フック,,,,1,1,1(1),,"棚/
フック",,,,棚小さい,,
かつらぎ町,5,花園久木公衆トイレ,かつらぎ町花園久木,終日,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,男女兼用,,
かつらぎ町,6,花園中南公衆トイレ,かつらぎ町花園中南,終日,,,,,1,,,,,,,,,1,1,,2,"棚/
フック",,,,1,1,2,,"棚/
フック",,,,個室は男女兼用（棚は内１つにあり）、男性小便器と多目的兼用、個室外にベビーベッド有,,
かつらぎ町,7,花園北寺公衆トイレ,かつらぎ町花園北寺,終日,,,,,1,,,,,,,1,,,,1,1,フック,,,,,,,,,,,,男女兼用,,
かつらぎ町,8,花園梁瀬公衆トイレ,かつらぎ町花園梁瀬,終日,,,,,,,,,,,,,,,,1,2,,,,,1,1,1,,,,,,,,
かつらぎ町,9,花園臼谷公衆トイレ,かつらぎ町花園梁瀬,終日,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,男女兼用、個室のみ多目的と男女兼用,,
かつらぎ町,10,高野龍神スカイライン公衆トイレ,かつらぎ町花園久木,9:30～16:30,,,,,1,,,,1,,,1,,,,1,3,棚,,,,,,3,,棚,,,,,,
かつらぎ町,11,堀越公衆トイレ,かつらぎ町東谷,終日,,,,,1,,,,,,,1,,,,1(1),2(1),フック,,,,2,2,1(1),,フック,,1,,,,
かつらぎ町,12,JR妙寺駅前公衆トイレ,かつらぎ町丁ノ町2228-10,終日,,,,,1,,,,,,,1,1,,,1,2(1),フック,,,,1,1,1,,フック,,,,,,
かつらぎ町,13,大久保公衆トイレ,,,,,,,1,,,,,,,1,,1,1,,1,,,,,1,1,,,,,,,,,
かつらぎ町,14,かつらぎ公園公衆トイレ,,,,,,,1,,,,,,,1,,1,1,1,3,,,,,2,2,2,,,,,,,,
かつらぎ町,15,JR笠田駅前公衆トイレ,,,,,,,1,,,,,,,1,1,,,1,1,,,,,1,1,1,,,,,,,,
かつらぎ町,16,宝来山神社公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,2,,,,,1,1,,,,,,,,,
かつらぎ町,17,平和公園公衆トイレ,,,,,,,,,,,,,,,,1,1,1,3,,,,,,,,,,,,,男女兼用,,
かつらぎ町,18,中飯降駅公衆トイレ,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,
かつらぎ町,19,河南観光農園公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,2,,,,,2,2,,,,,,,,,
かつらぎ町,20,志賀ほたるの里公衆トイレ,,,,,,,1,,,,,,,1,1,1,1,,3,,,,,4,4,,,,,,,,,
かつらぎ町,21,丹生都比売神社公衆トイレ（第１駐車場）,,,,,,,1,,,,,,,1,1,1,1,,2,,,,,3,3,,,,,,,,,
九度山町,1,慈尊院駐車場公衆トイレ,九度山町慈尊院854番地の3,終日,,,,,1,,,,1,,,1,,1(1),1,,3(1),"棚/
フック",,,,2(2),1,,,フック,,,有,,,
九度山町,2,入郷児童館前公衆トイレ,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,男女兼用,,
九度山町,3,慈尊院トイレ,九度山町慈尊院832,終日,,,,,,,,,,,,,,1,1,,3,,,,,3,3,,,,,,,,,
九度山町,4,紙遊苑公衆トイレ,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,男女兼用,,
九度山町,5,丹生官省符神社公衆トイレ,,,,,,,,,,,,,,,,1,1,,2,,,,,2,2,,,,,,,,,
九度山町,6,まちなか休憩所真田憩い茶屋　真田庵公衆トイレ,九度山町,終日,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,男女兼用,,
九度山町,7,丹生川駐車場公衆トイレ（南）,九度山町丹生川246-1,終日,,,,,1,,,,,,,,,,,1,2,フック,,,,1,,1,,,,,,,,
九度山町,8,九度山駐車場公衆トイレ,九度山町九度山,８：００～１８：００,,,,,1,,,,1,,,1,,1,1,,1,"棚/
フック",1,,,1,1,,,棚,,,有,,,
九度山町,9,九度山駅前公衆トイレ,九度山町九度山,終日,,,,,1,,,,1,,,1,,1,1,,1(1),"棚/
フック",,,,1,1,,,棚,,,有,,,
九度山町,10,道の駅「柿の郷くどやま」公衆トイレ,九度山町入郷５番５,終日,,,,,1,,,,1,1,,1,1,2,2,,4,フック,,,有,10,10,,1,フック,,,有,,,
高野町,1,大門児童公園公衆トイレ,高野町大字東富貴地内,終日,,,,,,,,,,,,,,1,1,,2,,,,,2,2,,,,,,,,,
高野町,2,高野山森林公園スポーツ広場公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,,,,1,,,,1,3,フック,,,,3(1),3,2,,フック,,,,,,
高野町,3,五の室金輪公園公衆トイレ,高野町大字高野山地内,終日,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,男女兼用,,
高野町,4,奥の院口公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,1,,,1,1,2,1,, 5(1),フック,,,,6,2,,,棚,,,,女性用の温水洗浄便座は内２つのみ、男性用は内１つのみ,,
高野町,5,谷ヶ峰公衆トイレ　御影堂裏,高野町大字高野山地内,終日,,,,,1,,,,,,,1,1,1(1),1,2(2),4(1),フック,,,,4,4,3,,,,,,,,
高野町,6,女人堂公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,1,,,1,1,1,1,,3(1),他,,,,3,3,,,"棚/
フック",,,,女性用の温水洗浄便座は内２つのみ,,
高野町,7,蓮華谷公衆トイレ　刈萱堂横,高野町大字高野山地内,終日,,,,,1,,,,,1,,1,1,1(1),1,1(1),2(1),,,,,1,1,1,,棚,,,,,,
高野町,8,金剛峯寺前公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,,,,1,1,2(2),2,1,7(1),フック,,,,3,3,2,,棚,,,,,,
高野町,9,文化通り公衆トイレ（中門前）,高野町大字高野山地内,終日,,,,,1,,,,,,,1,1,1(1),1,1(1),3(1),フック,,,,3,3,2,,,,,,女性用の温水洗浄便座は内２つのみ,,
高野町,10,中央公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,,,,,,,,1(1),4(1),"棚/
フック",,,,,,2,,棚,,,,棚は紙置くぐらいの大きさ,,
高野町,11,大門公衆トイレ（高野山駐車場（近畿自然歩道）公衆便所）,高野町大字高野山地内,終日,,,,,1,,,,1,,,1,1,,,1(1),3(1),フック,,,,1,1,2,,,,,,女性用内１つ故障中,,
高野町,12,中の橋駐車場公衆トイレ（立体）,高野町大字高野山地内,終日,,,,,1,,,,,,,1,1,1,1,1,5,フック,,,,4,4,1,,棚,,,,,,
高野町,13,中の橋駐車場公衆トイレ（高野山駐車場公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,1,,,1,1,1,1,2,8,フック,,,,2,2,7,,棚,,,,,,
高野町,14,近畿自然歩道花坂公衆便所,高野町大字花坂地内,終日,,,,,1,,,,1,,,1,1,,,1,,棚,,,,1,1,2,,フック,,,,,,
高野町,15,高野山森林公園駐車場公衆トイレ,高野町大字高野山地内,終日,,,,,1,,,,,1,,1,,,,1,3(1),フック,,,,1,1,2,,フック,,,,個室外にベビーベッド有,,
高野町,16,旧白藤小学校公衆トイレ,,,,,,,,,,,,,,,,1,1,,2,,,,,2,2,,,,,,,,,
有田市,1,地ノ島海水浴場公衆トイレ,,終日,100,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,
有田市,2,くまの古道ふれあい広場公衆トイレ,有田市宮崎町1238,終日,2,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,男女兼用,,
有田市,3,JR箕島駅前公衆トイレ,,終日,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,1,,,,,,,,,
有田市,4,ウエノ公園公衆トイレ,有田市宮崎町1166-1,終日,3,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,
有田市,5,有田市近畿自然歩道公衆トイレ（有田市近畿自然歩道公衆便所）,有田市宮原町畑409-4,終日,3,,,,1,,,,,,,1,,,,1,1,"棚/
フック",,,,,,1,,"棚/
フック",,,,,,
湯浅町,1,JR湯浅駅前公衆トイレ（湯浅町近畿自然歩道公衆便所）,湯浅町湯浅1052,終日,,,1,,1,,,,,,,,,1,1,,2(1),,,,,1,1,1(1),,フック,,,,,,
湯浅町,2,田海岸公衆トイレ,,終日,1,,1,,1,,,,,,,1,1,,,1(1),1(1),フック,,,,,,,,,,,,男女兼用,,
湯浅町,3,小浜海岸公衆トイレ,湯浅町田1232-2,終日,,,,,1,,,,,,,1,1,,,,1(1),,,,,1,1,,,フック,,,,,,
湯浅町,4,築港公衆トイレ,湯浅町湯浅2775,終日,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,男女兼用,,
